chromosome	prom_start	prom_end	lfc	promoter_ids
chr17	53583135	53584621	0.024675949742539727	ENSMUSG00000000708_1
chr10	128695762	128697255	0.14159386332536994	ENSMUSG00000000711
chr11	77721339	77722825	-0.07086530617543171	ENSMUSG00000000724
chr10	78048851	78050454	-0.5346415017884498	ENSMUSG00000000730
chr10	78037763	78039251	-0.28937009020831805	ENSMUSG00000000731
chr10	78043077	78044601	-0.28937009020831805	ENSMUSG00000000731_1
chr10	78068311	78069855	-0.3146141105259689	ENSMUSG00000000732
chr10	78070170	78071656	-0.3146141105259689	ENSMUSG00000000732_1
chr8	123064188	123066003	-0.06849019782513	ENSMUSG00000000738
chr8	123157733	123159306	-0.305611596192476	ENSMUSG00000000739
chr8	123101359	123104150	-0.01991911520755973	ENSMUSG00000000740
chr8	123209752	123211238	0.12988361971898987	ENSMUSG00000000743
chr8	123212265	123213754	0.12988361971898987	ENSMUSG00000000743_1
chr11	75347798	75349315	0.08083741246365994	ENSMUSG00000000751
chr11	75422057	75423692	-0.5948729980337202	ENSMUSG00000000753
chr8	12671464	12673239	0.03495724506059994	ENSMUSG00000000759
chr10	6787610	6789594	-0.002750579324643409	ENSMUSG00000000766
chr14	70440960	70442708	-0.14558017174346993	ENSMUSG00000000776
chr14	70442795	70444438	-0.14558017174346993	ENSMUSG00000000776_1
chr11	52282076	52284322	-0.15467390542197013	ENSMUSG00000000782
chrX	13279979	13281527	-0.01054189252669957	ENSMUSG00000000787
chr8	70807458	70808944	-0.07804462797274891	ENSMUSG00000000791
chr8	70892262	70893748	-0.005571979146085995	ENSMUSG00000000792
chr3	89519173	89520659	-0.0456088079403264	ENSMUSG00000000794
chr3	89661527	89663013	-0.0456088079403264	ENSMUSG00000000794_1
chr11	85139434	85141152	0.04580240567280991	ENSMUSG00000000804
chr11	84956795	84958599	0.038237936632338806	ENSMUSG00000000805
chr6	89642997	89644483	-0.1633336452639913	ENSMUSG00000000811
chr1	161788000	161789486	-0.01363603809606632	ENSMUSG00000000817
chr2	181590425	181591911	0.2057406300787059	ENSMUSG00000000823
chr2	181592263	181593794	0.2057406300787059	ENSMUSG00000000823_1
chr2	181519494	181521442	0.0441571540289798	ENSMUSG00000000826
chr2	181496151	181497726	0.0095198111598096	ENSMUSG00000000827
chrX	68677550	68679312	-0.03246982189630998	ENSMUSG00000000838
chr11	24077065	24078668	0.018738170594012	ENSMUSG00000000861
chr11	24079679	24081165	0.018738170594012	ENSMUSG00000000861_1
chr11	53616729	53618215	-0.10916683204690504	ENSMUSG00000000869
chr2	154603193	154604699	0.07275138195486097	ENSMUSG00000000876
chrX	100766731	100768490	-0.014859353218509954	ENSMUSG00000000881
chrX	100773750	100775236	-0.014859353218509954	ENSMUSG00000000881_1
chrX	100776294	100777780	-0.014859353218509954	ENSMUSG00000000881_2
chr16	18497722	18499435	-0.00992597571298015	ENSMUSG00000000884
chr2	27164242	27165728	-0.002750579324643409	ENSMUSG00000000889
chr10	75931980	75933493	-0.20228145383889973	ENSMUSG00000000901
chr10	75936001	75937487	-0.20228145383889973	ENSMUSG00000000901_1
chr10	75921094	75922608	0.0817938307057402	ENSMUSG00000000902
chr10	75942066	75943552	-0.09912977783947384	ENSMUSG00000000903
chr5	123972637	123974123	-0.07052990220676303	ENSMUSG00000000915
chr5	135368962	135371554	0.011223695922039978	ENSMUSG00000000916
chr15	75678305	75679791	-0.1088198878381571	ENSMUSG00000000934
chr6	52232829	52234315	-0.24583023919709002	ENSMUSG00000000938
chr6	52234444	52235930	-0.24583023919709002	ENSMUSG00000000938_1
chr6	52240300	52241845	-0.24583023919709002	ENSMUSG00000000938_2
chr6	52191258	52192744	0.03438597384426041	ENSMUSG00000000942
chr7	60004569	60006055	-0.0233176540662996	ENSMUSG00000000948
chr14	54430621	54432931	-0.4047140879483179	ENSMUSG00000000957
chr14	54408965	54411612	-0.689344471612207	ENSMUSG00000000958
chr14	54413519	54415005	-0.689344471612207	ENSMUSG00000000958_1
chr14	54417184	54418771	-0.689344471612207	ENSMUSG00000000958_2
chr14	54359843	54361540	-0.27778306642078965	ENSMUSG00000000959
chr11	83752705	83754524	-0.08529202965444993	ENSMUSG00000000976
chr11	83648860	83650346	-0.019214139838310332	ENSMUSG00000000982
chr11	83708024	83709510	-0.002750579324643409	ENSMUSG00000000983
chr9	21028382	21029949	0.01882231574521304	ENSMUSG00000001014
chr3	90475135	90476652	-0.015388947041490297	ENSMUSG00000001016
chr3	90508527	90510489	0.016731250500729992	ENSMUSG00000001017
chr3	90489933	90492024	0.1652753180275801	ENSMUSG00000001018
chr3	90602780	90604266	-0.0876331683184916	ENSMUSG00000001020
chr3	90585961	90587447	-0.0201219227820471	ENSMUSG00000001021
chr3	90607532	90609018	-0.002750579324643409	ENSMUSG00000001023
chr3	90611891	90614255	-1.190370370550507	ENSMUSG00000001025
chr11	106348894	106350380	-0.0270672691049896	ENSMUSG00000001027
chr11	106387577	106389066	0.011299199587074982	ENSMUSG00000001029
chr11	61493210	61495397	0.03778894165894986	ENSMUSG00000001034
chr11	61579163	61580678	0.10003115978610988	ENSMUSG00000001036
chr11	61504153	61505750	-0.06371105972663993	ENSMUSG00000001039
chr3	130060412	130062544	-0.0722705838665696	ENSMUSG00000001052
chr11	51650325	51651833	-0.034377742285140116	ENSMUSG00000001053
chr11	51635152	51636887	-0.04005048114155008	ENSMUSG00000001054
chr11	51618744	51620266	0.006862632940720204	ENSMUSG00000001056
chr8	123253555	123255339	0.07233379399992501	ENSMUSG00000001062
chr8	123253204	123256470	-0.005497005322578796	ENSMUSG00000001065
chr15	99087322	99088808	-0.09035948119299098	ENSMUSG00000001076
chr5	34634134	34638203	-0.1054057500300598	ENSMUSG00000001082
chr4	136468770	136470345	0.005512570143060058	ENSMUSG00000001089
chr11	78421722	78423208	0.03292920213802597	ENSMUSG00000001095
chr5	114379988	114381499	-0.005206056284140059	ENSMUSG00000001098
chr11	78511202	78512911	-0.03559879998273985	ENSMUSG00000001100
chr11	78502456	78503942	-0.00314092179945525	ENSMUSG00000001103
chr11	78535370	78536968	-0.004723293205110003	ENSMUSG00000001105
chr10	76725673	76727159	-0.016685670886603502	ENSMUSG00000001119
chr10	76905367	76906853	-0.08153299450937801	ENSMUSG00000001120
chr10	76961293	76962878	-0.08153299450937801	ENSMUSG00000001120_1
chr11	78984336	78985937	-0.11788433790226495	ENSMUSG00000001123
chrX	20796823	20798309	-0.037005999711629885	ENSMUSG00000001127
chrX	20847552	20849084	-0.037005999711629885	ENSMUSG00000001127_1
chrX	20931060	20932546	0.02224306999825687	ENSMUSG00000001128
chrX	20869175	20870716	0.15918790265397995	ENSMUSG00000001131
chrX	20961420	20963008	-0.08016346754036974	ENSMUSG00000001134
chr1	36510876	36513592	-0.025453139128499117	ENSMUSG00000001138
chr1	36444762	36446262	-0.07183473100705995	ENSMUSG00000001143
chr10	76467936	76469422	-0.05352002913717002	ENSMUSG00000001150
chr10	76480127	76481696	-0.05352002913717002	ENSMUSG00000001150_1
chr10	76442231	76443777	0.04550032200090981	ENSMUSG00000001151
chr10	76574657	76576143	0.006114027186810697	ENSMUSG00000001155
chr6	86668605	86670152	-0.05518495163503201	ENSMUSG00000001156
chr6	86732745	86734374	0.024333622332160187	ENSMUSG00000001157
chr6	86683996	86685513	0.2376000922402999	ENSMUSG00000001158
chr5	120811993	120813505	0.120818405035509	ENSMUSG00000001166
chr5	120860430	120861916	-0.002896511664355811	ENSMUSG00000001168
chrX	47911396	47912962	0.007139049183330305	ENSMUSG00000001173
chr12	100198444	100200639	-0.11960236944366055	ENSMUSG00000001175
chr10	78351205	78353480	0.012311715408129588	ENSMUSG00000001211
chr12	31389880	31391366	0.0321501730826456	ENSMUSG00000001225
chr17	56133348	56134834	-0.17910107903792705	ENSMUSG00000001227
chr17	56139848	56141334	-0.17910107903792705	ENSMUSG00000001227_1
chr17	56302330	56304902	0.04889886536822008	ENSMUSG00000001228
chr17	56218394	56219896	0.11200254577556976	ENSMUSG00000001229
chr11	101245037	101247588	-0.27423316944388604	ENSMUSG00000001240
chr7	30972827	30974455	-0.3347542450110648	ENSMUSG00000001247
chr7	31150458	31153060	0.03342631722700995	ENSMUSG00000001248
chr7	31155401	31156887	0.03342631722700995	ENSMUSG00000001248_1
chr7	31102019	31104454	-0.386285212753559	ENSMUSG00000001249
chr7	31114780	31116281	-0.386285212753559	ENSMUSG00000001249_1
chr5	70841709	70843608	-0.002750579324643409	ENSMUSG00000001260
chr12	111670990	111673329	0.20060429733022025	ENSMUSG00000001270
chr15	102405152	102408083	0.0425773046279001	ENSMUSG00000001280
chr15	102231413	102232935	-0.290696700390493	ENSMUSG00000001281
chr15	102330718	102334135	-0.02425406628160976	ENSMUSG00000001285
chr15	102243094	102244580	-0.08418092816672984	ENSMUSG00000001288
chr15	102244736	102247491	-0.08418092816672984	ENSMUSG00000001288_1
chr15	102249851	102251337	-0.08418092816672984	ENSMUSG00000001288_2
chr15	102256854	102258508	-0.08418092816672984	ENSMUSG00000001288_3
chr15	102325125	102326905	0.05109962431521975	ENSMUSG00000001289
chr8	8660744	8662233	0.14622104696982796	ENSMUSG00000001300
chr1	186748830	186750349	-0.07998897805034022	ENSMUSG00000001305
chr11	101464008	101465979	-0.041785491751110015	ENSMUSG00000001313
chr11	101467184	101468670	-0.041785491751110015	ENSMUSG00000001313_1
chr11	74925163	74926939	-0.02995132794063698	ENSMUSG00000001323
chr4	129286626	129288126	0.09610952557009687	ENSMUSG00000001333
chr4	129136008	129137494	-0.019419362468605	ENSMUSG00000001334
chr9	22130103	22132822	-0.4249526622229848	ENSMUSG00000001348
chr9	22098225	22099711	-0.01142652469007977	ENSMUSG00000001349
chr9	78108092	78110056	0.05302775555318995	ENSMUSG00000001366
chr6	3497391	3498921	-0.0336797904535	ENSMUSG00000001376
chr6	3557986	3559472	-0.0336797904535	ENSMUSG00000001376_1
chr18	36782625	36784196	-0.03725394315056985	ENSMUSG00000001380
chr18	36792885	36794371	0.045960150763610035	ENSMUSG00000001383
chr18	36794764	36796250	0.045960150763610035	ENSMUSG00000001383_1
chr2	164768907	164770398	0.06638379321915	ENSMUSG00000001403
chr3	88335269	88336860	0.07503057984143012	ENSMUSG00000001415
chr3	88296125	88297683	-0.03081551421499995	ENSMUSG00000001416
chr3	88324032	88326539	0.09201655356678984	ENSMUSG00000001418
chr3	88141381	88143069	-0.19949167335746987	ENSMUSG00000001419
chr3	88333773	88335495	0.009202593505951095	ENSMUSG00000001420
chr3	88335653	88337139	0.009202593505951095	ENSMUSG00000001420_1
chr6	28479357	28480924	-0.03531510795247028	ENSMUSG00000001424
chr10	77088933	77090419	0.2571511490829722	ENSMUSG00000001435
chr10	77113210	77114937	0.2571511490829722	ENSMUSG00000001435_1
chr10	77166053	77167539	0.2571511490829722	ENSMUSG00000001435_2
chr10	77031250	77033814	-0.2520061001554328	ENSMUSG00000001436
chr10	77041509	77043286	-0.2520061001554328	ENSMUSG00000001436_1
chr11	97187386	97188872	0.018996941993040032	ENSMUSG00000001440
chr11	97279913	97281629	0.03679443374692037	ENSMUSG00000001441
chr11	97114836	97116322	-0.30358968190093605	ENSMUSG00000001444
chr11	97040569	97042090	0.08053752273414005	ENSMUSG00000001445
chr5	4102886	4105737	0.2268841083908601	ENSMUSG00000001467
chr8	123372762	123374368	0.001970184154660215	ENSMUSG00000001472
chr18	67389726	67391212	-0.02640689223651993	ENSMUSG00000001473
chr18	67391276	67392762	-0.02640689223651993	ENSMUSG00000001473_1
chr8	123441995	123443803	0.1712420757401396	ENSMUSG00000001482
chr8	123445948	123447677	0.1712420757401396	ENSMUSG00000001482_1
chr11	101893879	101895365	-0.00744373796107861	ENSMUSG00000001493
chr11	101966520	101968006	-0.02738926776432856	ENSMUSG00000001494
chr12	56534611	56536097	-0.0121585497048093	ENSMUSG00000001496
chr12	56536413	56537899	-0.0121585497048093	ENSMUSG00000001496_1
chr12	56690776	56692262	-0.0092208186746741	ENSMUSG00000001497
chr12	56694648	56696224	-0.0092208186746741	ENSMUSG00000001497_1
chr13	72627829	72630320	-0.06378632899522008	ENSMUSG00000001504
chr13	72631094	72633092	-0.06378632899522008	ENSMUSG00000001504_1
chr11	94936695	94939507	-0.09307620009704798	ENSMUSG00000001506
chr11	95055700	95057186	-0.23962664854098106	ENSMUSG00000001507
chr11	95076219	95077792	-0.23962664854098106	ENSMUSG00000001507_1
chr11	94975832	94977318	0.0287806967289009	ENSMUSG00000001508
chr11	95119128	95120614	-0.1418650139728431	ENSMUSG00000001510
chr6	128361976	128363462	0.09532675243137988	ENSMUSG00000001517
chr6	128364714	128366662	0.09532675243137988	ENSMUSG00000001517_1
chr6	128424374	128425922	-0.18591435838475973	ENSMUSG00000001518
chr6	128398305	128399791	-0.028834122748394975	ENSMUSG00000001520
chr6	128355320	128356842	0.17742918095012986	ENSMUSG00000001521
chr17	35668265	35669751	0.06904745189910022	ENSMUSG00000001524
chr17	35672803	35674730	0.06904745189910022	ENSMUSG00000001524_1
chr17	35836565	35839297	0.1041973794672697	ENSMUSG00000001525
chr13	75705766	75708206	0.019886444161649752	ENSMUSG00000001542
chr11	100372813	100375116	0.19497844323237026	ENSMUSG00000001552
chr11	100386246	100387761	0.19497844323237026	ENSMUSG00000001552_1
chr11	100397254	100398754	0.19497844323237026	ENSMUSG00000001552_2
chr11	100414706	100416340	-0.538969278950421	ENSMUSG00000001555
chr11	100419433	100420919	-0.538969278950421	ENSMUSG00000001555_1
chr11	100422047	100423533	-0.538969278950421	ENSMUSG00000001555_2
chr11	100440926	100442422	-0.15355482948206195	ENSMUSG00000001558
chr5	29477975	29479461	-0.028544288571512318	ENSMUSG00000001566
chr5	29433673	29435159	-0.013670360201950338	ENSMUSG00000001569
chr17	26560498	26562040	-0.02572780629900007	ENSMUSG00000001576
chr11	69855107	69856593	0.05349212052174723	ENSMUSG00000001583
chr11	69856630	69858116	0.05349212052174723	ENSMUSG00000001583_1
chr11	69858213	69859721	0.05349212052174723	ENSMUSG00000001583_2
chr11	69889836	69891482	-0.23711239585013005	ENSMUSG00000001588
chr11	69895044	69896530	-0.23711239585013005	ENSMUSG00000001588_1
chr4	136246738	136248468	-0.03474850647959005	ENSMUSG00000001604
chr5	87924588	87926074	-0.0906598783169392	ENSMUSG00000001622
chr12	40222467	40224180	-0.10977963907908972	ENSMUSG00000001627
chr12	40247584	40249495	-0.10977963907908972	ENSMUSG00000001627_1
chr6	146724004	146725807	-0.08695383122651901	ENSMUSG00000001630
chr6	113306146	113307924	0.03495925677768996	ENSMUSG00000001632
chr6	34316935	34318469	0.049769038286530336	ENSMUSG00000001642
chr15	102920112	102921598	0.08877131102114799	ENSMUSG00000001655
chr15	102953436	102954922	0.0049361633639150035	ENSMUSG00000001656
chr15	102989616	102992384	-0.049845219952401695	ENSMUSG00000001657
chr15	102997266	102998752	-0.07389138924864902	ENSMUSG00000001661
chr15	102999538	103001024	-0.07389138924864902	ENSMUSG00000001661_1
chr15	103008582	103010068	-0.07389138924864902	ENSMUSG00000001661_2
chr10	75797074	75799575	0.020536661893157032	ENSMUSG00000001663
chr10	75780523	75782405	-0.17651072209502394	ENSMUSG00000001665
chr10	75772539	75774405	0.08462220909592011	ENSMUSG00000001666
chr8	109989446	109990932	-0.0168009862156073	ENSMUSG00000001670
chr8	109961558	109963194	-0.09886232101035693	ENSMUSG00000001672
chr1	121567227	121568980	-0.012497427297009978	ENSMUSG00000001674
chr5	148551161	148553780	-0.06105711933056001	ENSMUSG00000001687
chr18	56431141	56432627	-0.0030087297086427017	ENSMUSG00000001700
chr13	38658460	38660049	-0.06807016151519996	ENSMUSG00000001707
chr12	112671069	112672555	-0.1993234182850101	ENSMUSG00000001729
chr12	112673449	112675875	-0.1993234182850101	ENSMUSG00000001729_1
chr5	136965625	136967111	0.002024367472607702	ENSMUSG00000001739
chr7	83745231	83746717	-0.0662156152660938	ENSMUSG00000001741
chr19	3902577	3908124	-0.09143202491355028	ENSMUSG00000001750
chr11	101069021	101070507	-0.04139438269661898	ENSMUSG00000001751
chr11	101070561	101072047	-0.04139438269661898	ENSMUSG00000001751_1
chr11	101081574	101084390	0.16802376207816014	ENSMUSG00000001755
chr6	29734512	29736189	-0.18793105884762606	ENSMUSG00000001761
chr6	29693231	29694729	0.13076458928517806	ENSMUSG00000001763
chr2	145934219	145936005	0.14950498445553007	ENSMUSG00000001767
chr2	145674224	145675862	-0.304266975452555	ENSMUSG00000001768
chr2	145784989	145786657	-0.304266975452555	ENSMUSG00000001768_1
chr2	145861653	145863139	-0.304266975452555	ENSMUSG00000001768_2
chr7	86775313	86776934	0.004261034702244107	ENSMUSG00000001773
chr9	18291134	18292883	0.015682579116930162	ENSMUSG00000001774
chr10	85955284	85956770	-0.03163070741558016	ENSMUSG00000001783
chr10	85957328	85958814	-0.03163070741558016	ENSMUSG00000001783_1
chr10	85828503	85829989	-0.03690764588966	ENSMUSG00000001785
chr10	85870840	85872401	-0.03690764588966	ENSMUSG00000001785_1
chr10	86020981	86022692	-0.1201609283924201	ENSMUSG00000001786
chr7	30191915	30196039	-0.1204577468623702	ENSMUSG00000001794
chr7	30198316	30199802	-0.1204577468623702	ENSMUSG00000001794_1
chr7	35202464	35204216	0.07722348864908407	ENSMUSG00000001802
chr7	35214797	35216489	0.07722348864908407	ENSMUSG00000001802_1
