chromosome	prom_start	prom_end	lfc	promoter_ids
9	50603317	50604803	0.0019404063392705066	ENSMUSG00000000171
6	127071911	127073397	0.029487390692555706	ENSMUSG00000000182
6	127014595	127016081	-0.0027505793246434093	ENSMUSG00000000183
6	127150466	127153184	-0.01594383304736	ENSMUSG00000000184
2	31151325	31152846	-0.16755610827607015	ENSMUSG00000000194
14	123626381	123628135	0.005739864969208404	ENSMUSG00000000197
11	114795378	114796936	-0.0985850412563427	ENSMUSG00000000202
11	83174195	83175681	-0.15092229703907115	ENSMUSG00000000204
7	142899519	142901005	-0.19991907260640768	ENSMUSG00000000214
7	142679190	142680676	-0.0027505793246434093	ENSMUSG00000000215
7	121733488	121734974	-0.0027505793246434093	ENSMUSG00000000216
X	134403560	134405297	-0.058365042421408	ENSMUSG00000000223
7	143004055	143006423	-0.2284567530498401	ENSMUSG00000000244
7	143016418	143017904	-0.2284567530498401	ENSMUSG00000000244_1
2	38338290	38339983	0.08287026448115398	ENSMUSG00000000247
2	38340101	38341587	0.08287026448115398	ENSMUSG00000000247_1
2	38349768	38353027	0.08287026448115398	ENSMUSG00000000247_2
6	128933390	128934876	-0.02457246341831659	ENSMUSG00000000248
13	45506453	45507939	-0.027981979684640116	ENSMUSG00000000253
13	45537818	45539304	-0.027981979684640116	ENSMUSG00000000253_1
11	55607238	55609189	-0.0097474350965569	ENSMUSG00000000263
X	140663608	140665567	-0.04446564944374	ENSMUSG00000000266
11	88998385	88999871	0.045684754840320085	ENSMUSG00000000275
11	89060253	89061739	-0.01947726276501327	ENSMUSG00000000276
11	89066355	89067841	-0.01947726276501327	ENSMUSG00000000276_1
11	88954970	88956456	-0.045813198138359816	ENSMUSG00000000278
11	74829929	74831415	0.12795067054015985	ENSMUSG00000000282
11	74836477	74837963	0.12795067054015985	ENSMUSG00000000282_1
10	77529261	77530747	-0.0350806366487025	ENSMUSG00000000290
10	31312392	31313967	-0.17218531946717985	ENSMUSG00000000295
10	31445302	31446949	-0.053136324842560034	ENSMUSG00000000296
11	60045982	60047480	-0.2539902761514349	ENSMUSG00000000301
8	106602360	106604638	-0.07365288857286023	ENSMUSG00000000303
2	179441440	179443117	0.08412641762774606	ENSMUSG00000000305
2	179443242	179444728	0.08412641762774606	ENSMUSG00000000305_1
2	121356723	121359339	-0.16698384844278014	ENSMUSG00000000308
11	70229182	70230789	-0.003042081417457904	ENSMUSG00000000317
11	70155206	70156692	-0.2808771354118029	ENSMUSG00000000318
11	70254846	70256344	-0.19601496275572305	ENSMUSG00000000320
16	18347191	18348769	0.22827569781445975	ENSMUSG00000000325
16	18391592	18393149	0.22827569781445975	ENSMUSG00000000325_1
16	18426109	18427843	0.02785088178264017	ENSMUSG00000000326
3	116507529	116509199	-0.024863745563779904	ENSMUSG00000000339
3	116512079	116513623	-0.09503183407472003	ENSMUSG00000000340
3	116519337	116520823	-0.09503183407472003	ENSMUSG00000000340_1
15	100614358	100616827	-0.006904552545070164	ENSMUSG00000000346
X	38599587	38601794	0.09162930592710006	ENSMUSG00000000355
2	152625960	152627448	-0.0027505793246434093	ENSMUSG00000000359
14	56401590	56403195	-0.2549226537159401	ENSMUSG00000000365
10	78244127	78245632	0.06017299930378395	ENSMUSG00000000374
11	6545896	6547405	0.022564355425610083	ENSMUSG00000000378
11	6559192	6560678	0.022564355425610083	ENSMUSG00000000378_1
11	6592057	6593543	0.022564355425610083	ENSMUSG00000000378_2
11	6636971	6638457	-0.0027505793246434093	ENSMUSG00000000381
11	6620570	6622242	-0.039260316743090266	ENSMUSG00000000384
11	6624964	6627058	-0.039260316743090266	ENSMUSG00000000384_1
16	97610474	97612186	0.0371314313830326	ENSMUSG00000000385
16	97462412	97463898	-0.183898215732601	ENSMUSG00000000386
2	62573580	62575066	0.0254984194274087	ENSMUSG00000000392
2	62483155	62484641	-0.0027505793246434093	ENSMUSG00000000394
6	126848630	126850127	-0.07019217226575991	ENSMUSG00000000399
X	166585225	166586711	-0.18043015476947505	ENSMUSG00000000402
4	129555353	129557450	-0.07869279636366988	ENSMUSG00000000409
4	129490527	129492013	-0.0112120523792222	ENSMUSG00000000411
6	18512596	18514082	0.07130974990415984	ENSMUSG00000000416
6	18514254	18515834	0.07130974990415984	ENSMUSG00000000416_1
18	24204353	24206454	0.022027112348829814	ENSMUSG00000000420
10	107485639	107487125	-0.0027505793246434093	ENSMUSG00000000435
6	115600911	115602456	0.032361598344669895	ENSMUSG00000000439
6	115359960	115362845	-0.00874622852534242	ENSMUSG00000000440
6	115675469	115677626	-0.05785472523621005	ENSMUSG00000000441
7	127214630	127216116	-0.028709040328239514	ENSMUSG00000000486
7	127216544	127219489	-0.028709040328239514	ENSMUSG00000000486_1
7	127232151	127234121	-0.028709040328239514	ENSMUSG00000000486_2
15	80012708	80014194	0.032979607640335085	ENSMUSG00000000489
15	80014313	80015968	0.032979607640335085	ENSMUSG00000000489_1
15	101127531	101129419	-0.2678009947549914	ENSMUSG00000000530
15	101133142	101134628	-0.2678009947549914	ENSMUSG00000000530_1
15	101134666	101136152	-0.2678009947549914	ENSMUSG00000000530_2
15	101223197	101224683	0.12788323606087015	ENSMUSG00000000531
15	101173076	101174562	0.016398112456170292	ENSMUSG00000000532
11	60352410	60353896	0.07607715294818508	ENSMUSG00000000538
1	166129247	166130962	0.2423075558885297	ENSMUSG00000000544
15	103323015	103324501	-0.3171417876561202	ENSMUSG00000000552
15	103339598	103341084	-0.3171417876561202	ENSMUSG00000000552_1
15	103366253	103367754	-0.27446769079996003	ENSMUSG00000000555
5	71094145	71096840	-0.0027505793246434093	ENSMUSG00000000560
3	105958378	105960009	0.0006233420246495314	ENSMUSG00000000561
3	105960631	105962117	0.0006233420246495314	ENSMUSG00000000561_1
3	105869867	105871353	-0.02913884776587	ENSMUSG00000000562
3	105958751	105961090	-0.1004642067434296	ENSMUSG00000000563
11	112781233	112782719	-0.01788302419128032	ENSMUSG00000000567
5	99976056	99977542	-0.005584719778530367	ENSMUSG00000000568
5	99978129	99979929	-0.005584719778530367	ENSMUSG00000000568_1
17	6600680	6602299	0.07278581210006019	ENSMUSG00000000579
11	17256588	17258183	0.1120359463270202	ENSMUSG00000000581
11	55097124	55098610	-0.0041679192239099105	ENSMUSG00000000594
5	3802193	3805788	0.05162731877362714	ENSMUSG00000000600
7	7298251	7301842	-0.02904579973383004	ENSMUSG00000000605
14	51409829	51411315	-0.06306210194580197	ENSMUSG00000000606
11	50849694	50851481	-0.02008012392497728	ENSMUSG00000000617
6	82917091	82918577	-0.004478776896010062	ENSMUSG00000000627
6	82939050	82940760	-0.004478776896010062	ENSMUSG00000000627_1
6	82725814	82727300	0.0006386303299901197	ENSMUSG00000000628
6	82772493	82775445	0.0006386303299901197	ENSMUSG00000000628_1
11	77762255	77763796	-0.10700432281616012	ENSMUSG00000000631
11	77764612	77767231	-0.10700432281616012	ENSMUSG00000000631_1
11	77852873	77854359	-0.10700432281616012	ENSMUSG00000000631_2
11	77929809	77931534	-0.02108858048810519	ENSMUSG00000000632
11	77950314	77951800	-0.02108858048810519	ENSMUSG00000000632_1
11	77952862	77954348	-0.02108858048810519	ENSMUSG00000000632_2
17	83846254	83847803	-0.2355289176153551	ENSMUSG00000000673
4	134094546	134096032	0.034341186227701985	ENSMUSG00000000682
11	77514130	77516479	0.007993071485028501	ENSMUSG00000000686
11	96298180	96299666	-0.00827225840599511	ENSMUSG00000000690
6	83033182	83034668	-0.13416420529106698	ENSMUSG00000000693
12	105175353	105176839	0.008442823357685161	ENSMUSG00000000701
13	23464914	23466892	0.026869714639206704	ENSMUSG00000000706
17	53565870	53567466	0.024675949742539727	ENSMUSG00000000708
17	53583135	53584621	0.024675949742539727	ENSMUSG00000000708_1
10	128695762	128697255	0.14159386332536994	ENSMUSG00000000711
11	77721339	77722825	-0.07086530617543171	ENSMUSG00000000724
10	78048851	78050454	-0.5346415017884498	ENSMUSG00000000730
10	78037763	78039251	-0.28937009020831805	ENSMUSG00000000731
10	78043077	78044601	-0.28937009020831805	ENSMUSG00000000731_1
10	78068311	78069855	-0.3146141105259689	ENSMUSG00000000732
10	78070170	78071656	-0.3146141105259689	ENSMUSG00000000732_1
8	123064188	123066003	-0.06849019782513	ENSMUSG00000000738
8	123157733	123159306	-0.305611596192476	ENSMUSG00000000739
8	123101359	123104150	-0.01991911520755973	ENSMUSG00000000740
8	123209752	123211238	0.12988361971898987	ENSMUSG00000000743
8	123212265	123213754	0.12988361971898987	ENSMUSG00000000743_1
11	75347798	75349315	0.08083741246365994	ENSMUSG00000000751
11	75422057	75423692	-0.5948729980337202	ENSMUSG00000000753
8	12671464	12673239	0.03495724506059994	ENSMUSG00000000759
10	6787610	6789594	-0.0027505793246434093	ENSMUSG00000000766
14	70440960	70442708	-0.14558017174346993	ENSMUSG00000000776
14	70442795	70444438	-0.14558017174346993	ENSMUSG00000000776_1
11	52282076	52284322	-0.15467390542197013	ENSMUSG00000000782
X	13279979	13281527	-0.01054189252669957	ENSMUSG00000000787
8	70807458	70808944	-0.07804462797274891	ENSMUSG00000000791
8	70892262	70893748	-0.005571979146085995	ENSMUSG00000000792
3	89519173	89520659	-0.0456088079403264	ENSMUSG00000000794
3	89661527	89663013	-0.0456088079403264	ENSMUSG00000000794_1
11	85139434	85141152	0.04580240567280991	ENSMUSG00000000804
11	84956795	84958599	0.038237936632338806	ENSMUSG00000000805
6	89642997	89644483	-0.1633336452639913	ENSMUSG00000000811
1	161788000	161789486	-0.01363603809606632	ENSMUSG00000000817
2	181590425	181591911	0.2057406300787059	ENSMUSG00000000823
2	181592263	181593794	0.2057406300787059	ENSMUSG00000000823_1
2	181519494	181521442	0.0441571540289798	ENSMUSG00000000826
2	181496151	181497726	0.0095198111598096	ENSMUSG00000000827
X	68677550	68679312	-0.03246982189630998	ENSMUSG00000000838
11	24077065	24078668	0.018738170594012	ENSMUSG00000000861
11	24079679	24081165	0.018738170594012	ENSMUSG00000000861_1
11	53616729	53618215	-0.10916683204690504	ENSMUSG00000000869
2	154603193	154604699	0.07275138195486097	ENSMUSG00000000876
X	100766731	100768490	-0.014859353218509954	ENSMUSG00000000881
X	100773750	100775236	-0.014859353218509954	ENSMUSG00000000881_1
X	100776294	100777780	-0.014859353218509954	ENSMUSG00000000881_2
16	18497722	18499435	-0.00992597571298015	ENSMUSG00000000884
2	27164242	27165728	-0.0027505793246434093	ENSMUSG00000000889
10	75931980	75933493	-0.20228145383889973	ENSMUSG00000000901
10	75936001	75937487	-0.20228145383889973	ENSMUSG00000000901_1
10	75921094	75922608	0.0817938307057402	ENSMUSG00000000902
10	75942066	75943552	-0.09912977783947384	ENSMUSG00000000903
5	123972637	123974123	-0.07052990220676303	ENSMUSG00000000915
5	135368962	135371554	0.011223695922039978	ENSMUSG00000000916
15	75678305	75679791	-0.1088198878381571	ENSMUSG00000000934
6	52232829	52234315	-0.24583023919709	ENSMUSG00000000938
6	52234444	52235930	-0.24583023919709	ENSMUSG00000000938_1
6	52240300	52241845	-0.24583023919709	ENSMUSG00000000938_2
6	52191258	52192744	0.03438597384426041	ENSMUSG00000000942
7	60004569	60006055	-0.0233176540662996	ENSMUSG00000000948
14	54430621	54432931	-0.4047140879483179	ENSMUSG00000000957
14	54408965	54411612	-0.689344471612207	ENSMUSG00000000958
14	54413519	54415005	-0.689344471612207	ENSMUSG00000000958_1
14	54417184	54418771	-0.689344471612207	ENSMUSG00000000958_2
14	54359843	54361540	-0.27778306642078965	ENSMUSG00000000959
11	83752705	83754524	-0.08529202965444993	ENSMUSG00000000976
11	83648860	83650346	-0.01921413983831033	ENSMUSG00000000982
11	83708024	83709510	-0.0027505793246434093	ENSMUSG00000000983
9	21028382	21029949	0.01882231574521304	ENSMUSG00000001014
3	90475135	90476652	-0.015388947041490297	ENSMUSG00000001016
3	90508527	90510489	0.016731250500729992	ENSMUSG00000001017
3	90489933	90492024	0.1652753180275801	ENSMUSG00000001018
3	90602780	90604266	-0.0876331683184916	ENSMUSG00000001020
3	90585961	90587447	-0.0201219227820471	ENSMUSG00000001021
3	90607532	90609018	-0.0027505793246434093	ENSMUSG00000001023
3	90611891	90614255	-1.190370370550507	ENSMUSG00000001025
11	106348894	106350380	-0.0270672691049896	ENSMUSG00000001027
11	106387577	106389066	0.011299199587074982	ENSMUSG00000001029
11	61493210	61495397	0.03778894165894986	ENSMUSG00000001034
11	61579163	61580678	0.10003115978610988	ENSMUSG00000001036
11	61504153	61505750	-0.06371105972663993	ENSMUSG00000001039
3	130060412	130062544	-0.0722705838665696	ENSMUSG00000001052
11	51650325	51651833	-0.034377742285140116	ENSMUSG00000001053
11	51635152	51636887	-0.04005048114155008	ENSMUSG00000001054
11	51618744	51620266	0.006862632940720204	ENSMUSG00000001056
8	123253555	123255339	0.07233379399992501	ENSMUSG00000001062
8	123253204	123256470	-0.005497005322578796	ENSMUSG00000001065
15	99087322	99088808	-0.09035948119299098	ENSMUSG00000001076
5	34634134	34638203	-0.1054057500300598	ENSMUSG00000001082
4	136468770	136470345	0.005512570143060058	ENSMUSG00000001089
11	78421722	78423208	0.03292920213802597	ENSMUSG00000001095
5	114379988	114381499	-0.005206056284140059	ENSMUSG00000001098
11	78511202	78512911	-0.03559879998273985	ENSMUSG00000001100
11	78502456	78503942	-0.00314092179945525	ENSMUSG00000001103
11	78535370	78536968	-0.004723293205110003	ENSMUSG00000001105
10	76725673	76727159	-0.016685670886603502	ENSMUSG00000001119
10	76905367	76906853	-0.08153299450937801	ENSMUSG00000001120
10	76961293	76962878	-0.08153299450937801	ENSMUSG00000001120_1
11	78984336	78985937	-0.11788433790226495	ENSMUSG00000001123
X	20796823	20798309	-0.037005999711629885	ENSMUSG00000001127
X	20847552	20849084	-0.037005999711629885	ENSMUSG00000001127_1
X	20931060	20932546	0.02224306999825687	ENSMUSG00000001128
X	20869175	20870716	0.15918790265397995	ENSMUSG00000001131
X	20961420	20963008	-0.08016346754036974	ENSMUSG00000001134
1	36510876	36513592	-0.025453139128499117	ENSMUSG00000001138
1	36444762	36446262	-0.07183473100705995	ENSMUSG00000001143
10	76467936	76469422	-0.05352002913717002	ENSMUSG00000001150
10	76480127	76481696	-0.05352002913717002	ENSMUSG00000001150_1
10	76442231	76443777	0.04550032200090981	ENSMUSG00000001151
10	76574657	76576143	0.006114027186810697	ENSMUSG00000001155
6	86668605	86670152	-0.05518495163503201	ENSMUSG00000001156
6	86732745	86734374	0.024333622332160187	ENSMUSG00000001157
6	86683996	86685513	0.2376000922402999	ENSMUSG00000001158
5	120811993	120813505	0.120818405035509	ENSMUSG00000001166
5	120860430	120861916	-0.002896511664355811	ENSMUSG00000001168
X	47911396	47912962	0.007139049183330305	ENSMUSG00000001173
12	100198444	100200639	-0.11960236944366055	ENSMUSG00000001175
10	78351205	78353480	0.012311715408129588	ENSMUSG00000001211
12	31389880	31391366	0.0321501730826456	ENSMUSG00000001225
17	56133348	56134834	-0.17910107903792705	ENSMUSG00000001227
17	56139848	56141334	-0.17910107903792705	ENSMUSG00000001227_1
17	56302330	56304902	0.04889886536822008	ENSMUSG00000001228
17	56218394	56219896	0.11200254577556977	ENSMUSG00000001229
11	101245037	101247588	-0.27423316944388604	ENSMUSG00000001240
7	30972827	30974455	-0.3347542450110648	ENSMUSG00000001247
7	31150458	31153060	0.03342631722700995	ENSMUSG00000001248
7	31155401	31156887	0.03342631722700995	ENSMUSG00000001248_1
7	31102019	31104454	-0.386285212753559	ENSMUSG00000001249
7	31114780	31116281	-0.386285212753559	ENSMUSG00000001249_1
5	70841709	70843608	-0.0027505793246434093	ENSMUSG00000001260
12	111670990	111673329	0.20060429733022025	ENSMUSG00000001270
15	102405152	102408083	0.0425773046279001	ENSMUSG00000001280
15	102231413	102232935	-0.290696700390493	ENSMUSG00000001281
15	102330718	102334135	-0.024254066281609758	ENSMUSG00000001285
15	102243094	102244580	-0.08418092816672984	ENSMUSG00000001288
15	102244736	102247491	-0.08418092816672984	ENSMUSG00000001288_1
15	102249851	102251337	-0.08418092816672984	ENSMUSG00000001288_2
15	102256854	102258508	-0.08418092816672984	ENSMUSG00000001288_3
15	102325125	102326905	0.05109962431521975	ENSMUSG00000001289
8	8660744	8662233	0.14622104696982796	ENSMUSG00000001300
1	186748830	186750349	-0.07998897805034022	ENSMUSG00000001305
11	101464008	101465979	-0.041785491751110015	ENSMUSG00000001313
11	101467184	101468670	-0.041785491751110015	ENSMUSG00000001313_1
11	74925163	74926939	-0.02995132794063698	ENSMUSG00000001323
4	129286626	129288126	0.09610952557009687	ENSMUSG00000001333
4	129136008	129137494	-0.019419362468605	ENSMUSG00000001334
9	22130103	22132822	-0.4249526622229848	ENSMUSG00000001348
9	22098225	22099711	-0.01142652469007977	ENSMUSG00000001349
9	78108092	78110056	0.05302775555318995	ENSMUSG00000001366
6	3497391	3498921	-0.033679790453499996	ENSMUSG00000001376
6	3557986	3559472	-0.033679790453499996	ENSMUSG00000001376_1
18	36782625	36784196	-0.03725394315056985	ENSMUSG00000001380
18	36792885	36794371	0.045960150763610035	ENSMUSG00000001383
18	36794764	36796250	0.045960150763610035	ENSMUSG00000001383_1
2	164768907	164770398	0.06638379321915	ENSMUSG00000001403
3	88335269	88336860	0.07503057984143012	ENSMUSG00000001415
3	88296125	88297683	-0.03081551421499995	ENSMUSG00000001416
3	88324032	88326539	0.09201655356678984	ENSMUSG00000001418
3	88141381	88143069	-0.19949167335746987	ENSMUSG00000001419
3	88333773	88335495	0.009202593505951095	ENSMUSG00000001420
3	88335653	88337139	0.009202593505951095	ENSMUSG00000001420_1
6	28479357	28480924	-0.03531510795247028	ENSMUSG00000001424
10	77088933	77090419	0.2571511490829722	ENSMUSG00000001435
10	77113210	77114937	0.2571511490829722	ENSMUSG00000001435_1
10	77166053	77167539	0.2571511490829722	ENSMUSG00000001435_2
10	77031250	77033814	-0.2520061001554328	ENSMUSG00000001436
10	77041509	77043286	-0.2520061001554328	ENSMUSG00000001436_1
11	97187386	97188872	0.018996941993040032	ENSMUSG00000001440
11	97279913	97281629	0.03679443374692037	ENSMUSG00000001441
11	97114836	97116322	-0.30358968190093605	ENSMUSG00000001444
11	97040569	97042090	0.08053752273414005	ENSMUSG00000001445
5	4102886	4105737	0.2268841083908601	ENSMUSG00000001467
8	123372762	123374368	0.001970184154660215	ENSMUSG00000001472
18	67389726	67391212	-0.02640689223651993	ENSMUSG00000001473
18	67391276	67392762	-0.02640689223651993	ENSMUSG00000001473_1
8	123441995	123443803	0.1712420757401396	ENSMUSG00000001482
8	123445948	123447677	0.1712420757401396	ENSMUSG00000001482_1
11	101893879	101895365	-0.00744373796107861	ENSMUSG00000001493
11	101966520	101968006	-0.02738926776432856	ENSMUSG00000001494
12	56534611	56536097	-0.0121585497048093	ENSMUSG00000001496
12	56536413	56537899	-0.0121585497048093	ENSMUSG00000001496_1
12	56690776	56692262	-0.0092208186746741	ENSMUSG00000001497
12	56694648	56696224	-0.0092208186746741	ENSMUSG00000001497_1
13	72627829	72630320	-0.06378632899522008	ENSMUSG00000001504
13	72631094	72633092	-0.06378632899522008	ENSMUSG00000001504_1
11	94936695	94939507	-0.09307620009704798	ENSMUSG00000001506
11	95055700	95057186	-0.23962664854098106	ENSMUSG00000001507
11	95076219	95077792	-0.23962664854098106	ENSMUSG00000001507_1
11	94975832	94977318	0.0287806967289009	ENSMUSG00000001508
11	95119128	95120614	-0.1418650139728431	ENSMUSG00000001510
6	128361976	128363462	0.09532675243137988	ENSMUSG00000001517
6	128364714	128366662	0.09532675243137988	ENSMUSG00000001517_1
6	128424374	128425922	-0.18591435838475975	ENSMUSG00000001518
6	128398305	128399791	-0.028834122748394975	ENSMUSG00000001520
6	128355320	128356842	0.17742918095012986	ENSMUSG00000001521
17	35668265	35669751	0.06904745189910022	ENSMUSG00000001524
17	35672803	35674730	0.06904745189910022	ENSMUSG00000001524_1
17	35836565	35839297	0.1041973794672697	ENSMUSG00000001525
13	75705766	75708206	0.019886444161649752	ENSMUSG00000001542
11	100372813	100375116	0.19497844323237026	ENSMUSG00000001552
11	100386246	100387761	0.19497844323237026	ENSMUSG00000001552_1
11	100397254	100398754	0.19497844323237026	ENSMUSG00000001552_2
11	100414706	100416340	-0.538969278950421	ENSMUSG00000001555
11	100419433	100420919	-0.538969278950421	ENSMUSG00000001555_1
11	100422047	100423533	-0.538969278950421	ENSMUSG00000001555_2
11	100440926	100442422	-0.15355482948206195	ENSMUSG00000001558
5	29477975	29479461	-0.028544288571512314	ENSMUSG00000001566
5	29433673	29435159	-0.013670360201950338	ENSMUSG00000001569
17	26560498	26562040	-0.02572780629900007	ENSMUSG00000001576
11	69855107	69856593	0.05349212052174723	ENSMUSG00000001583
11	69856630	69858116	0.05349212052174723	ENSMUSG00000001583_1
11	69858213	69859721	0.05349212052174723	ENSMUSG00000001583_2
11	69889836	69891482	-0.23711239585013003	ENSMUSG00000001588
11	69895044	69896530	-0.23711239585013003	ENSMUSG00000001588_1
4	136246738	136248468	-0.03474850647959005	ENSMUSG00000001604
5	87924588	87926074	-0.0906598783169392	ENSMUSG00000001622
12	40222467	40224180	-0.10977963907908972	ENSMUSG00000001627
12	40247584	40249495	-0.10977963907908972	ENSMUSG00000001627_1
6	146724004	146725807	-0.08695383122651901	ENSMUSG00000001630
6	113306146	113307924	0.03495925677768996	ENSMUSG00000001632
6	34316935	34318469	0.049769038286530336	ENSMUSG00000001642
15	102920112	102921598	0.08877131102114799	ENSMUSG00000001655
15	102953436	102954922	0.0049361633639150035	ENSMUSG00000001656
15	102989616	102992384	-0.049845219952401695	ENSMUSG00000001657
15	102997266	102998752	-0.07389138924864902	ENSMUSG00000001661
15	102999538	103001024	-0.07389138924864902	ENSMUSG00000001661_1
15	103008582	103010068	-0.07389138924864902	ENSMUSG00000001661_2
10	75797074	75799575	0.020536661893157032	ENSMUSG00000001663
10	75780523	75782405	-0.17651072209502394	ENSMUSG00000001665
10	75772539	75774405	0.08462220909592011	ENSMUSG00000001666
8	109989446	109990932	-0.0168009862156073	ENSMUSG00000001670
8	109961558	109963194	-0.09886232101035693	ENSMUSG00000001672
1	121567227	121568980	-0.012497427297009978	ENSMUSG00000001674
5	148551161	148553780	-0.061057119330560024	ENSMUSG00000001687
18	56431141	56432627	-0.0030087297086427017	ENSMUSG00000001700
13	38658460	38660049	-0.06807016151519996	ENSMUSG00000001707
12	112671069	112672555	-0.1993234182850101	ENSMUSG00000001729
12	112673449	112675875	-0.1993234182850101	ENSMUSG00000001729_1
5	136965625	136967111	0.002024367472607702	ENSMUSG00000001739
7	83745231	83746717	-0.0662156152660938	ENSMUSG00000001741
19	3902577	3908124	-0.09143202491355028	ENSMUSG00000001750
11	101069021	101070507	-0.041394382696618985	ENSMUSG00000001751
11	101070561	101072047	-0.041394382696618985	ENSMUSG00000001751_1
11	101081574	101084390	0.16802376207816014	ENSMUSG00000001755
6	29734512	29736189	-0.18793105884762606	ENSMUSG00000001761
6	29693231	29694729	0.13076458928517806	ENSMUSG00000001763
2	145934219	145936005	0.14950498445553007	ENSMUSG00000001767
2	145674224	145675862	-0.304266975452555	ENSMUSG00000001768
2	145784989	145786657	-0.304266975452555	ENSMUSG00000001768_1
2	145861653	145863139	-0.304266975452555	ENSMUSG00000001768_2
7	86775313	86776934	0.004261034702244107	ENSMUSG00000001773
9	18291134	18292883	0.015682579116930162	ENSMUSG00000001774
10	85955284	85956770	-0.03163070741558016	ENSMUSG00000001783
10	85957328	85958814	-0.03163070741558016	ENSMUSG00000001783_1
10	85828503	85829989	-0.03690764588966	ENSMUSG00000001785
10	85870840	85872401	-0.03690764588966	ENSMUSG00000001785_1
10	86020981	86022692	-0.1201609283924201	ENSMUSG00000001786
7	30191915	30196039	-0.1204577468623702	ENSMUSG00000001794
7	30198316	30199802	-0.1204577468623702	ENSMUSG00000001794_1
7	35202464	35204216	0.07722348864908407	ENSMUSG00000001802
7	35214797	35216489	0.07722348864908407	ENSMUSG00000001802_1
18	20435184	20436670	-0.01711625884845382	ENSMUSG00000001804
2	74658924	74660548	0.00492731281222105	ENSMUSG00000001815
2	74667319	74668805	-0.12411362078735005	ENSMUSG00000001819
2	74674022	74675508	-0.00669045443427811	ENSMUSG00000001823
7	101866912	101871092	-0.2299195102805598	ENSMUSG00000001827
7	101662642	101664271	-0.0814262166426798	ENSMUSG00000001829
9	25251448	25253161	-0.0310591842123602	ENSMUSG00000001833
5	143328074	143330247	-0.06641417477069013	ENSMUSG00000001844
5	143527498	143529027	-0.010796402818140205	ENSMUSG00000001847
2	31973445	31974981	-0.02097318147026006	ENSMUSG00000001855
2	31949148	31951012	-0.4327052902474829	ENSMUSG00000001864
3	20241686	20243172	-0.0027505793246434093	ENSMUSG00000001865
17	75004577	75006789	-0.2853135669022171	ENSMUSG00000001870
17	75177819	75179406	-0.2853135669022171	ENSMUSG00000001870_1
11	21369982	21372192	-0.17963719564003022	ENSMUSG00000001891
11	106007133	106008698	-0.0742516608189847	ENSMUSG00000001901
8	84685316	84686834	-0.19942391940010015	ENSMUSG00000001909
8	84687875	84690884	-0.19942391940010015	ENSMUSG00000001909_1
8	84686658	84688893	-0.15118260479550982	ENSMUSG00000001910
8	84707221	84709209	-0.1841083938016	ENSMUSG00000001911
8	84772901	84775360	-0.1841083938016	ENSMUSG00000001911_1
8	84799529	84801335	-0.1841083938016	ENSMUSG00000001911_2
7	16780349	16782893	-0.1845662661209904	ENSMUSG00000001918
7	16783747	16786866	-0.1845662661209904	ENSMUSG00000001918_1
7	16792036	16793672	-0.1845662661209904	ENSMUSG00000001918_2
